gene_name_K12	gene_name_SL1344	gene_name_LT2	gene_name_14028s	gene_name_ST474	gene_id_K12	gene_id_SL1344	gene_id_LT2	gene_id_14028s	gene_id_ST474	ortho_id
NA	sspH2	sspH2	sspH1	NA	NA	SL1344_RS11515	STM2241	STM14_RS07010	NA	ortho_4760
NA	SL1344_RS25860	NA	STM14_RS25345	NA	NA	SL1344_RS25860	NA	STM14_RS25345	NA	ortho_4761
NA	SL1344_RS25295	NA	STM14_RS24785	NA	NA	SL1344_RS25295	NA	STM14_RS24785	NA	ortho_4762
NA	SL1344_RS25005	NA	STM14_RS24455	NA	NA	SL1344_RS25005	NA	STM14_RS24455	NA	ortho_4763
NA	SL1344_RS25125	NA	STM14_RS24660	NA	NA	SL1344_RS25125	NA	STM14_RS24660	NA	ortho_4764
NA	SL1344_RS25440	NA	STM14_RS24940	NA	NA	SL1344_RS25440	NA	STM14_RS24940	NA	ortho_4765
NA	SL1344_RS26120	STM3911	STM14_RS25610	NA	NA	SL1344_RS26120	STM3911	STM14_RS25610	NA	ortho_4766
NA	SL1344_RS14525	NA	STM14_RS15055	NA	NA	SL1344_RS14525	NA	STM14_RS15055	NA	ortho_4767
NA	SL1344_RS25345	NA	STM14_RS24845	NA	NA	SL1344_RS25345	NA	STM14_RS24845	NA	ortho_4768
NA	SL1344_RS25830	NA	STM14_RS25310	NA	NA	SL1344_RS25830	NA	STM14_RS25310	NA	ortho_4769
NA	SL1344_RS25140	NA	STM14_RS24585	NA	NA	SL1344_RS25140	NA	STM14_RS24585	NA	ortho_4770
NA	SL1344_RS06325	NA	STM14_RS07225	NA	NA	SL1344_RS06325	NA	STM14_RS07225	NA	ortho_4771
NA	SL1344_RS24930	NA	STM14_RS24380	NA	NA	SL1344_RS24930	NA	STM14_RS24380	NA	ortho_4772
NA	SL1344_RS25180	NA	STM14_RS24625	NA	NA	SL1344_RS25180	NA	STM14_RS24625	NA	ortho_4773
NA	SL1344_RS26000	NA	STM14_RS25490	NA	NA	SL1344_RS26000	NA	STM14_RS25490	NA	ortho_4774
NA	SL1344_RS24915	NA	STM14_RS24365	NA	NA	SL1344_RS24915	NA	STM14_RS24365	NA	ortho_4775
NA	SL1344_RS25855	NA	STM14_RS25340	NA	NA	SL1344_RS25855	NA	STM14_RS25340	NA	ortho_4776
NA	SL1344_RS06195	NA	STM14_1507	NA	NA	SL1344_RS06195	NA	STM14_RS07095	NA	ortho_4777
NA	SL1344_RS25670	NA	STM14_RS25170	NA	NA	SL1344_RS25670	NA	STM14_RS25170	NA	ortho_4778
NA	SL1344_RS25030	NA	STM14_RS24475	NA	NA	SL1344_RS25030	NA	STM14_RS24475	NA	ortho_4779
NA	SL1344_RS26175	NA	STM14_RS25665	NA	NA	SL1344_RS26175	NA	STM14_RS25665	NA	ortho_4780
NA	SL1344_RS25645	NA	STM14_RS25145	NA	NA	SL1344_RS25645	NA	STM14_RS25145	NA	ortho_4781
NA	SL1344_RS26215	NA	STM14_RS25705	NA	NA	SL1344_RS26215	NA	STM14_RS25705	NA	ortho_4782
NA	SL1344_RS25080	NA	STM14_RS24525	NA	NA	SL1344_RS25080	NA	STM14_RS24525	NA	ortho_4783
NA	SL1344_RS21075	mscS	mscS	NA	NA	SL1344_RS21075	STM1260	STM14_RS16395	NA	ortho_4784
NA	SL1344_RS25135	NA	STM14_RS24580	NA	NA	SL1344_RS25135	NA	STM14_RS24580	NA	ortho_4785
NA	SL1344_RS08230	NA	STM14_RS09130	NA	NA	SL1344_RS08230	NA	STM14_RS09130	NA	ortho_4786
NA	SL1344_RS26040	NA	STM14_RS25535	NA	NA	SL1344_RS26040	NA	STM14_RS25535	NA	ortho_4787
NA	SL1344_RS26300	NA	STM14_RS24310	NA	NA	SL1344_RS26300	NA	STM14_RS24310	NA	ortho_4788
NA	SL1344_RS24990	NA	STM14_RS24440	NA	NA	SL1344_RS24990	NA	STM14_RS24440	NA	ortho_4789
NA	SL1344_RS03890	oadB1	STM14_RS04465	NA	NA	SL1344_RS03890	STM0054	STM14_RS04465	NA	ortho_4790
NA	SL1344_RS01485	STM0292	rhs	NA	NA	SL1344_RS01485	STM0292	STM14_RS02045	NA	ortho_4791
NA	SL1344_RS25550	NA	STM14_RS25050	NA	NA	SL1344_RS25550	NA	STM14_RS25050	NA	ortho_4792
NA	SL1344_RS05145	STM0926	STM14_RS06985	NA	NA	SL1344_RS05145	STM0926	STM14_RS06985	NA	ortho_4793
NA	SL1344_RS25200	NA	STM14_RS24645	NA	NA	SL1344_RS25200	NA	STM14_RS24645	NA	ortho_4794
NA	SL1344_RS26210	NA	STM14_RS25700	NA	NA	SL1344_RS26210	NA	STM14_RS25700	NA	ortho_4795
NA	SL1344_RS26235	NA	STM14_RS25725	NA	NA	SL1344_RS26235	NA	STM14_RS25725	NA	ortho_4796
NA	SL1344_RS15345	NA	STM14_RS25335	NA	NA	SL1344_RS15345	NA	STM14_RS25335	NA	ortho_4797
NA	SL1344_RS26020	NA	STM14_RS25515	NA	NA	SL1344_RS26020	NA	STM14_RS25515	NA	ortho_4798
NA	SL1344_RS25920	NA	STM14_RS25410	NA	NA	SL1344_RS25920	NA	STM14_RS25410	NA	ortho_4799
NA	SL1344_RS25460	NA	STM14_RS24960	NA	NA	SL1344_RS25460	NA	STM14_RS24960	NA	ortho_4800
NA	SL1344_RS25215	NA	STM14_RS24330	NA	NA	SL1344_RS25215	NA	STM14_RS24330	NA	ortho_4801
NA	SL1344_RS25380	NA	STM14_RS24880	NA	NA	SL1344_RS25380	NA	STM14_RS24880	NA	ortho_4802
NA	NA	STM0329	STM14_RS02255	NA	NA	NA	STM0329	STM14_RS02255	NA	ortho_4803
NA	SL1344_RS09365	STM1872	STM14_2277	NA	NA	SL1344_RS09365	STM1872	STM14_RS10270	NA	ortho_4804
NA	SL1344_RS25335	NA	STM14_RS24825	NA	NA	SL1344_RS25335	NA	STM14_RS24825	NA	ortho_4805
NA	SL1344_RS24955	NA	STM14_RS24405	NA	NA	SL1344_RS24955	NA	STM14_RS24405	NA	ortho_4806
NA	SL1344_RS25165	NA	STM14_RS24610	NA	NA	SL1344_RS25165	NA	STM14_RS24610	NA	ortho_4807
NA	SL1344_RS26865	NA	STM14_RS26225	NA	NA	SL1344_RS26865	NA	STM14_RS26225	NA	ortho_4808
NA	SL1344_RS25415	NA	STM14_2264	NA	NA	SL1344_RS25415	NA	STM14_RS24915	NA	ortho_4809
NA	SL1344_RS26615	NA	STM14_RS25975	NA	NA	SL1344_RS26615	NA	STM14_RS25975	NA	ortho_4810
NA	SL1344_RS24935	NA	STM14_RS24385	NA	NA	SL1344_RS24935	NA	STM14_RS24385	NA	ortho_4811
NA	SL1344_RS26005	NA	STM14_4148	NA	NA	SL1344_RS26005	NA	STM14_RS25495	NA	ortho_4812
NA	NA	repA3	STM14_RS00025	NA	NA	NA	PSLT004	STM14_RS00025	NA	ortho_4813
NA	SL1344_RS25185	NA	STM14_RS24630	NA	NA	SL1344_RS25185	NA	STM14_RS24630	NA	ortho_4814
NA	SL1344_RS19790	NA	STM14_RS20295	NA	NA	SL1344_RS19790	NA	STM14_RS20295	NA	ortho_4815
NA	SL1344_RS25780	NA	STM14_RS25260	NA	NA	SL1344_RS25780	NA	STM14_RS25260	NA	ortho_4816
NA	SL1344_RS13370	STM2608	STM14_RS06880	NA	NA	SL1344_RS13370	STM2608	STM14_RS06880	NA	ortho_4817
NA	SL1344_RS02840	STM0562	STM14_RS03415	NA	NA	SL1344_RS02840	STM0562	STM14_RS03415	NA	ortho_4818
NA	SL1344_RS24980	NA	STM14_RS24430	NA	NA	SL1344_RS24980	NA	STM14_RS24430	NA	ortho_4819
NA	SL1344_RS26540	STM0412	STM14_RS25875	NA	NA	SL1344_RS26540	STM0412	STM14_RS25875	NA	ortho_4820
NA	SL1344_RS05585	NA	STM14_RS06170	NA	NA	SL1344_RS05585	NA	STM14_RS06170	NA	ortho_4821
NA	SL1344_RS25600	NA	STM14_RS25100	NA	NA	SL1344_RS25600	NA	STM14_RS25100	NA	ortho_4822
NA	SL1344_RS26190	NA	STM14_RS25680	NA	NA	SL1344_RS26190	NA	STM14_RS25680	NA	ortho_4823
NA	SL1344_RS26140	NA	STM14_RS25630	NA	NA	SL1344_RS26140	NA	STM14_RS25630	NA	ortho_4824
NA	SL1344_RS24970	NA	STM14_RS24420	NA	NA	SL1344_RS24970	NA	STM14_RS24420	NA	ortho_4825
NA	SL1344_RS25085	NA	STM14_RS24530	NA	NA	SL1344_RS25085	NA	STM14_RS24530	NA	ortho_4826
NA	SL1344_RS24995	NA	STM14_RS24445	NA	NA	SL1344_RS24995	NA	STM14_RS24445	NA	ortho_4827
NA	SL1344_RS19795	NA	STM14_RS20300	NA	NA	SL1344_RS19795	NA	STM14_RS20300	NA	ortho_4828
NA	SL1344_RS26055	NA	STM14_RS25550	NA	NA	SL1344_RS26055	NA	STM14_RS25550	NA	ortho_4829
NA	SL1344_RS25555	NA	STM14_RS25055	NA	NA	SL1344_RS25555	NA	STM14_RS25055	NA	ortho_4830
NA	SL1344_RS25800	NA	STM14_RS25280	NA	NA	SL1344_RS25800	NA	STM14_RS25280	NA	ortho_4831
NA	SL1344_RS25105	NA	STM14_RS24550	NA	NA	SL1344_RS25105	NA	STM14_RS24550	NA	ortho_4832
NA	SL1344_RS25370	NA	STM14_RS24870	NA	NA	SL1344_RS25370	NA	STM14_RS24870	NA	ortho_4833
NA	SL1344_RS26780	NA	STM14_RS26135	NA	NA	SL1344_RS26780	NA	STM14_RS26135	NA	ortho_4834
NA	NA	STM1865	STM14_RS26040	NA	NA	NA	STM1865	STM14_RS26040	NA	ortho_4835
NA	NA	STM2630	STM14_RS14405	NA	NA	NA	STM2630	STM14_RS14405	NA	ortho_4836
NA	SL1344_RS11740	NA	STM14_RS12645	NA	NA	SL1344_RS11740	NA	STM14_RS12645	NA	ortho_4837
NA	SL1344_RS25325	NA	STM14_RS24815	NA	NA	SL1344_RS25325	NA	STM14_RS24815	NA	ortho_4838
NA	SL1344_RS26535	NA	STM14_RS25870	NA	NA	SL1344_RS26535	NA	STM14_RS25870	NA	ortho_4839
NA	SL1344_RS25480	NA	STM14_RS24980	NA	NA	SL1344_RS25480	NA	STM14_RS24980	NA	ortho_4840
NA	SL1344_RS22685	NA	STM14_RS23180	NA	NA	SL1344_RS22685	NA	STM14_RS23180	NA	ortho_4841
NA	SL1344_RS25925	NA	STM14_RS25415	NA	NA	SL1344_RS25925	NA	STM14_RS25415	NA	ortho_4842
NA	SL1344_RS26160	NA	STM14_RS25650	NA	NA	SL1344_RS26160	NA	STM14_RS25650	NA	ortho_4843
NA	SL1344_RS26690	NA	STM14_RS26050	NA	NA	SL1344_RS26690	NA	STM14_RS26050	NA	ortho_4844
NA	SL1344_RS10290	NA	STM14_RS11195	NA	NA	SL1344_RS10290	NA	STM14_RS11195	NA	ortho_4845
NA	SL1344_RS25385	NA	STM14_RS24885	NA	NA	SL1344_RS25385	NA	STM14_RS24885	NA	ortho_4846
NA	SL1344_RS25865	NA	STM14_RS25350	NA	NA	SL1344_RS25865	NA	STM14_RS25350	NA	ortho_4847
NA	SL1344_RS25170	NA	STM14_RS24615	NA	NA	SL1344_RS25170	NA	STM14_RS24615	NA	ortho_4848
NA	SL1344_RS26220	NA	STM14_RS25710	NA	NA	SL1344_RS26220	NA	STM14_RS25710	NA	ortho_4849
NA	SL1344_RS25245	NA	STM14_RS24735	NA	NA	SL1344_RS25245	NA	STM14_RS24735	NA	ortho_4850
NA	SL1344_RS25390	NA	STM14_RS24890	NA	NA	SL1344_RS25390	NA	STM14_RS24890	NA	ortho_4851
NA	SL1344_RS25035	NA	STM14_RS24480	NA	NA	SL1344_RS25035	NA	STM14_RS24480	NA	ortho_4852
NA	SL1344_RS17430	NA	STM14_RS17935	NA	NA	SL1344_RS17430	NA	STM14_RS17935	NA	ortho_4853
NA	SL1344_RS25015	NA	STM14_RS24465	NA	NA	SL1344_RS25015	NA	STM14_RS24465	NA	ortho_4854
NA	SL1344_RS24965	NA	STM14_RS24415	NA	NA	SL1344_RS24965	NA	STM14_RS24415	NA	ortho_4855
NA	SL1344_RS26505	sirA	sirA	NA	NA	SL1344_RS26505	STM0274A	STM14_RS25840	NA	ortho_4856
NA	SL1344_RS25430	NA	STM14_RS24930	NA	NA	SL1344_RS25430	NA	STM14_RS24930	NA	ortho_4857
NA	SL1344_RS26635	NA	STM14_RS25995	NA	NA	SL1344_RS26635	NA	STM14_RS25995	NA	ortho_4858
NA	SL1344_RS25665	NA	STM14_RS25165	NA	NA	SL1344_RS25665	NA	STM14_RS25165	NA	ortho_4859
NA	SL1344_RS08245	NA	STM14_RS09145	NA	NA	SL1344_RS08245	NA	STM14_RS09145	NA	ortho_4860
NA	SL1344_RS15520	NA	STM14_RS16045	NA	NA	SL1344_RS15520	NA	STM14_RS16045	NA	ortho_4861
NA	SL1344_RS26275	NA	STM14_RS25765	NA	NA	SL1344_RS26275	NA	STM14_RS25765	NA	ortho_4862
NA	SL1344_RS25785	NA	STM14_RS25265	NA	NA	SL1344_RS25785	NA	STM14_RS25265	NA	ortho_4863
NA	NA	STM2631	STM14_RS14410	NA	NA	NA	STM2631	STM14_RS14410	NA	ortho_4864
NA	SL1344_RS25820	NA	STM14_RS25300	NA	NA	SL1344_RS25820	NA	STM14_RS25300	NA	ortho_4865
NA	SL1344_RS26335	NA	STM14_RS24270	NA	NA	SL1344_RS26335	NA	STM14_RS24270	NA	ortho_4866
NA	SL1344_RS26665	NA	STM14_RS26025	NA	NA	SL1344_RS26665	NA	STM14_RS26025	NA	ortho_4867
NA	SL1344_RS24960	NA	STM14_RS24410	NA	NA	SL1344_RS24960	NA	STM14_RS24410	NA	ortho_4868
NA	SL1344_RS10345	NA	STM14_RS11250	NA	NA	SL1344_RS10345	NA	STM14_RS11250	NA	ortho_4869
NA	SL1344_RS26045	NA	STM14_RS25540	NA	NA	SL1344_RS26045	NA	STM14_RS25540	NA	ortho_4870
NA	SL1344_RS25715	NA	STM14_RS25220	NA	NA	SL1344_RS25715	NA	STM14_RS25220	NA	ortho_4871
NA	SL1344_RS25660	NA	STM14_3096	NA	NA	SL1344_RS25660	NA	STM14_RS25160	NA	ortho_4872
NA	SL1344_RS25605	NA	STM14_RS25105	NA	NA	SL1344_RS25605	NA	STM14_RS25105	NA	ortho_4873
NA	SL1344_RS26145	NA	STM14_RS25635	NA	NA	SL1344_RS26145	NA	STM14_RS25635	NA	ortho_4874
NA	SL1344_RS25065	NA	STM14_RS24510	NA	NA	SL1344_RS25065	NA	STM14_RS24510	NA	ortho_4875
NA	SL1344_RS26060	NA	STM14_RS25555	NA	NA	SL1344_RS26060	NA	STM14_RS25555	NA	ortho_4876
NA	SL1344_RS13455	NA	STM14_RS06800	NA	NA	SL1344_RS13455	NA	STM14_RS06800	NA	ortho_4877
NA	SL1344_RS25810	NA	STM14_RS25290	NA	NA	SL1344_RS25810	NA	STM14_RS25290	NA	ortho_4878
NA	SL1344_RS07325	NA	STM14_RS08225	NA	NA	SL1344_RS07325	NA	STM14_RS08225	NA	ortho_4879
NA	SL1344_RS25620	NA	STM14_RS24875	NA	NA	SL1344_RS25620	NA	STM14_RS24875	NA	ortho_4880
NA	SL1344_RS26490	NA	STM14_RS25825	NA	NA	SL1344_RS26490	NA	STM14_RS25825	NA	ortho_4881
NA	SL1344_RS12305	NA	STM14_RS13210	NA	NA	SL1344_RS12305	NA	STM14_RS13210	NA	ortho_4882
NA	SL1344_RS04875	NA	STM14_RS05460	NA	NA	SL1344_RS04875	NA	STM14_RS05460	NA	ortho_4883
NA	SL1344_RS25710	NA	STM14_RS25215	NA	NA	SL1344_RS25710	NA	STM14_RS25215	NA	ortho_4884
NA	SL1344_RS25340	NA	STM14_RS24830	NA	NA	SL1344_RS25340	NA	STM14_RS24830	NA	ortho_4885
NA	SL1344_RS25620	NA	STM14_RS25465	NA	NA	SL1344_RS25620	NA	STM14_RS25465	NA	ortho_4886
NA	SL1344_RS25885	NA	STM14_3686	NA	NA	SL1344_RS25885	NA	STM14_RS25370	NA	ortho_4887
NA	SL1344_RS26745	NA	STM14_RS26105	NA	NA	SL1344_RS26745	NA	STM14_RS26105	NA	ortho_4888
NA	SL1344_RS14285	NA	STM14_RS14810	NA	NA	SL1344_RS14285	NA	STM14_RS14810	NA	ortho_4889
NA	SL1344_RS25695	NA	STM14_RS25195	NA	NA	SL1344_RS25695	NA	STM14_RS25195	NA	ortho_4890
NA	SL1344_RS25575	NA	STM14_RS25075	NA	NA	SL1344_RS25575	NA	STM14_RS25075	NA	ortho_4891
NA	SL1344_RS10165	STM2240	STM14_RS12410	NA	NA	SL1344_RS10165	STM2240	STM14_RS12410	NA	ortho_4892
NA	SL1344_RS24045	PSLT032	STM14_RS00150	NA	NA	SL1344_RS24045	PSLT032	STM14_RS00150	NA	ortho_4893
NA	SL1344_RS26340	NA	STM14_RS24260	NA	NA	SL1344_RS26340	NA	STM14_RS24260	NA	ortho_4894
NA	SL1344_RS25580	NA	STM14_RS25080	NA	NA	SL1344_RS25580	NA	STM14_RS25080	NA	ortho_4895
NA	SL1344_RS26500	NA	STM14_RS25835	NA	NA	SL1344_RS26500	NA	STM14_RS25835	NA	ortho_4896
NA	SL1344_RS26740	sarA	STM14_3166	NA	NA	SL1344_RS26740	STM2585	STM14_RS26100	NA	ortho_4897
NA	SL1344_RS24905	NA	STM14_RS24355	NA	NA	SL1344_RS24905	NA	STM14_RS24355	NA	ortho_4898
NA	SL1344_RS22970	STM4478	STM14_5374	NA	NA	SL1344_RS22970	STM4478	STM14_RS23465	NA	ortho_4899
NA	SL1344_RS25215	NA	STM14_RS24570	NA	NA	SL1344_RS25215	NA	STM14_RS24570	NA	ortho_4900
NA	SL1344_RS25515	NA	STM14_RS25015	NA	NA	SL1344_RS25515	NA	STM14_RS25015	NA	ortho_4901
NA	SL1344_RS25595	NA	STM14_RS25095	NA	NA	SL1344_RS25595	NA	STM14_RS25095	NA	ortho_4902
NA	SL1344_RS25405	NA	STM14_RS24905	NA	NA	SL1344_RS25405	NA	STM14_RS24905	NA	ortho_4903
NA	SL1344_RS01550	NA	perC	NA	NA	SL1344_RS01550	NA	STM14_RS02120	NA	ortho_4904
NA	SL1344_RS20125	NA	STM14_RS20625	NA	NA	SL1344_RS20125	NA	STM14_RS20625	NA	ortho_4905
NA	SL1344_RS25375	NA	STM14_RS25120	NA	NA	SL1344_RS25375	NA	STM14_RS25120	NA	ortho_4906
NA	SL1344_RS12030	NA	STM14_RS12935	NA	NA	SL1344_RS12030	NA	STM14_RS12935	NA	ortho_4907
NA	SL1344_RS00700	NA	STM14_RS01270	NA	NA	SL1344_RS00700	NA	STM14_RS01270	NA	ortho_4908
NA	SL1344_RS17200	NA	STM14_RS17705	NA	NA	SL1344_RS17200	NA	STM14_RS17705	NA	ortho_4909
NA	SL1344_RS22670	NA	STM14_RS23165	NA	NA	SL1344_RS22670	NA	STM14_RS23165	NA	ortho_4910
NA	SL1344_RS26260	NA	STM14_RS25750	NA	NA	SL1344_RS26260	NA	STM14_RS25750	NA	ortho_4911
NA	SL1344_RS25250	NA	STM14_RS24740	NA	NA	SL1344_RS25250	NA	STM14_RS24740	NA	ortho_4912
NA	SL1344_RS25275	NA	STM14_RS24765	NA	NA	SL1344_RS25275	NA	STM14_RS24765	NA	ortho_4913
NA	SL1344_RS09300	STM1861	STM14_RS10205	NA	NA	SL1344_RS09300	STM1861	STM14_RS10205	NA	ortho_4914
NA	SL1344_RS25620	NA	STM14_RS25505	NA	NA	SL1344_RS25620	NA	STM14_RS25505	NA	ortho_4915
NA	SL1344_RS25350	NA	STM14_RS24850	NA	NA	SL1344_RS25350	NA	STM14_RS24850	NA	ortho_4916
NA	SL1344_RS25620	NA	STM14_RS24835	NA	NA	SL1344_RS25620	NA	STM14_RS24835	NA	ortho_4917
NA	SL1344_RS15765	NA	STM14_RS16290	NA	NA	SL1344_RS15765	NA	STM14_RS16290	NA	ortho_4918
NA	SL1344_RS25565	NA	STM14_RS25065	NA	NA	SL1344_RS25565	NA	STM14_RS25065	NA	ortho_4919
NA	SL1344_RS26090	NA	STM14_RS25585	NA	NA	SL1344_RS26090	NA	STM14_RS25585	NA	ortho_4920
NA	SL1344_RS25805	NA	STM14_RS25285	NA	NA	SL1344_RS25805	NA	STM14_RS25285	NA	ortho_4921
NA	SL1344_RS25110	NA	STM14_RS24555	NA	NA	SL1344_RS25110	NA	STM14_RS24555	NA	ortho_4922
NA	SL1344_RS26685	STM1871	STM14_RS26045	NA	NA	SL1344_RS26685	STM1871	STM14_RS26045	NA	ortho_4923
NA	SL1344_RS25220	NA	STM14_RS24710	NA	NA	SL1344_RS25220	NA	STM14_RS24710	NA	ortho_4924
NA	SL1344_RS25485	NA	STM14_RS24985	NA	NA	SL1344_RS25485	NA	STM14_RS24985	NA	ortho_4925
NA	SL1344_RS25000	NA	STM14_RS24450	NA	NA	SL1344_RS25000	NA	STM14_RS24450	NA	ortho_4926
NA	SL1344_RS04915	STM2632	STM14_RS05500	NA	NA	SL1344_RS04915	STM2632	STM14_RS05500	NA	ortho_4927
NA	SL1344_RS25115	NA	STM14_RS24560	NA	NA	SL1344_RS25115	NA	STM14_RS24560	NA	ortho_4928
NA	SL1344_RS05530	NA	STM14_RS06115	NA	NA	SL1344_RS05530	NA	STM14_RS06115	NA	ortho_4929
NA	SL1344_RS13275	STM2589	STM14_RS06975	NA	NA	SL1344_RS13275	STM2589	STM14_RS06975	NA	ortho_4930
NA	SL1344_RS25560	NA	STM14_RS25060	NA	NA	SL1344_RS25560	NA	STM14_RS25060	NA	ortho_4931
NA	SL1344_RS25505	NA	STM14_RS25005	NA	NA	SL1344_RS25505	NA	STM14_RS25005	NA	ortho_4932
NA	SL1344_RS25585	NA	STM14_RS25085	NA	NA	SL1344_RS25585	NA	STM14_RS25085	NA	ortho_4933
NA	NA	STM2236	STM14_RS12390	NA	NA	NA	STM2236	STM14_RS12390	NA	ortho_4934
NA	SL1344_RS25395	NA	STM14_RS24895	NA	NA	SL1344_RS25395	NA	STM14_RS24895	NA	ortho_4935
NA	SL1344_RS06125	NA	STM14_RS07025	NA	NA	SL1344_RS06125	NA	STM14_RS07025	NA	ortho_4936
NA	SL1344_RS09355	STM1870	STM14_RS10260	NA	NA	SL1344_RS09355	STM1870	STM14_RS10260	NA	ortho_4937
NA	SL1344_RS25625	NA	STM14_RS25125	NA	NA	SL1344_RS25625	NA	STM14_RS25125	NA	ortho_4938
NA	SL1344_RS23855	NA	STM14_RS00340	NA	NA	SL1344_RS23855	NA	STM14_RS00340	NA	ortho_4939
NA	NA	STM1858	STM14_2251	NA	NA	NA	STM1858	STM14_RS26035	NA	ortho_4940
NA	SL1344_RS26795	NA	STM14_RS26155	NA	NA	SL1344_RS26795	NA	STM14_RS26155	NA	ortho_4941
NA	NA	STM2765	STM14_RS02085	NA	NA	NA	STM2765	STM14_RS02085	NA	ortho_4942
NA	SL1344_RS26025	NA	STM14_RS25520	NA	NA	SL1344_RS26025	NA	STM14_RS25520	NA	ortho_4943
NA	SL1344_RS26170	NA	STM14_RS25660	NA	NA	SL1344_RS26170	NA	STM14_RS25660	NA	ortho_4944
NA	SL1344_RS26155	STM4070	STM14_4894	NA	NA	SL1344_RS26155	STM4070	STM14_RS25645	NA	ortho_4945
NA	SL1344_RS07280	NA	STM14_RS08180	NA	NA	SL1344_RS07280	NA	STM14_RS08180	NA	ortho_4946
NA	SL1344_RS25875	NA	STM14_RS25360	NA	NA	SL1344_RS25875	NA	STM14_RS25360	NA	ortho_4947
NA	SL1344_RS23075	NA	STM14_RS23570	NA	NA	SL1344_RS23075	NA	STM14_RS23570	NA	ortho_4948
NA	SL1344_RS04985	NA	STM14_RS05570	NA	NA	SL1344_RS04985	NA	STM14_RS05570	NA	ortho_4949
NA	SL1344_RS26735	NA	STM14_RS26095	NA	NA	SL1344_RS26735	NA	STM14_RS26095	NA	ortho_4950
NA	SL1344_RS25050	NA	STM14_RS24495	NA	NA	SL1344_RS25050	NA	STM14_RS24495	NA	ortho_4951
NA	SL1344_RS26765	NA	STM14_RS26120	NA	NA	SL1344_RS26765	NA	STM14_RS26120	NA	ortho_4952
NA	oadA	oadA2	STM14_RS04460	NA	NA	SL1344_RS00280	STM3352	STM14_RS04460	NA	ortho_4953
NA	SL1344_RS25915	NA	STM14_RS25405	NA	NA	SL1344_RS25915	NA	STM14_RS25405	NA	ortho_4954
NA	SL1344_RS25975	NA	STM14_RS04665	NA	NA	SL1344_RS25975	NA	STM14_RS04665	NA	ortho_4955
NA	SL1344_RS26890	NA	STM14_RS25795	NA	NA	SL1344_RS26890	NA	STM14_RS25795	NA	ortho_4956
NA	SL1344_RS25895	NA	STM14_RS25380	NA	NA	SL1344_RS25895	NA	STM14_RS25380	NA	ortho_4957
NA	SL1344_RS24925	NA	STM14_RS24375	NA	NA	SL1344_RS24925	NA	STM14_RS24375	NA	ortho_4958
NA	NA	yibR	STM14_RS19670	NA	NA	NA	STM3720	STM14_RS19670	NA	ortho_4959
NA	SL1344_RS25815	NA	STM14_RS25295	NA	NA	SL1344_RS25815	NA	STM14_RS25295	NA	ortho_4960
NA	SL1344_RS25995	NA	STM14_RS25485	NA	NA	SL1344_RS25995	NA	STM14_RS25485	NA	ortho_4961
NA	SL1344_RS00425	STM0083	STM14_0099	NA	NA	SL1344_RS00425	STM0083	STM14_RS00995	NA	ortho_4962
NA	SL1344_RS25540	NA	STM14_RS25040	NA	NA	SL1344_RS25540	NA	STM14_RS25040	NA	ortho_4963
NA	SL1344_RS25330	NA	STM14_RS24820	NA	NA	SL1344_RS25330	NA	STM14_RS24820	NA	ortho_4964
NA	NA	STM0909	STM14_RS10235	NA	NA	NA	STM0909	STM14_RS10235	NA	ortho_4965
NA	SL1344_RS25120	NA	STM14_RS24565	NA	NA	SL1344_RS25120	NA	STM14_RS24565	NA	ortho_4966
NA	SL1344_RS26100	NA	STM14_RS25595	NA	NA	SL1344_RS26100	NA	STM14_RS25595	NA	ortho_4967
NA	SL1344_RS16340	STM3160	STM14_RS16870	NA	NA	SL1344_RS16340	STM3160	STM14_RS16870	NA	ortho_4968
NA	SL1344_RS26135	NA	STM14_RS25625	NA	NA	SL1344_RS26135	NA	STM14_RS25625	NA	ortho_4969
NA	SL1344_RS25530	NA	STM14_RS25030	NA	NA	SL1344_RS25530	NA	STM14_RS25030	NA	ortho_4970
NA	SL1344_RS26800	NA	STM14_RS26160	NA	NA	SL1344_RS26800	NA	STM14_RS26160	NA	ortho_4971
NA	SL1344_RS26750	STM2682	STM14_RS26110	NA	NA	SL1344_RS26750	STM2682	STM14_RS26110	NA	ortho_4972
NA	SL1344_RS21945	STM4276	STM14_RS22445	NA	NA	SL1344_RS21945	STM4276	STM14_RS22445	NA	ortho_4973
NA	SL1344_RS26600	NA	STM14_RS25935	NA	NA	SL1344_RS26600	NA	STM14_RS25935	NA	ortho_4974
NA	SL1344_RS25365	STM1747	STM14_2111	NA	NA	SL1344_RS25365	STM1747	STM14_RS24865	NA	ortho_4975
NA	SL1344_RS25880	NA	STM14_RS25365	NA	NA	SL1344_RS25880	NA	STM14_RS25365	NA	ortho_4976
NA	SL1344_RS26095	NA	STM14_RS25590	NA	NA	SL1344_RS26095	NA	STM14_RS25590	NA	ortho_4977
NA	SL1344_RS12790	STM2492	STM14_RS13695	NA	NA	SL1344_RS12790	STM2492	STM14_RS13695	NA	ortho_4978
NA	SL1344_RS21840	STM4255	STM14_5113	NA	NA	SL1344_RS21840	STM4255	STM14_RS22340	NA	ortho_4979
NA	SL1344_RS26605	NA	STM14_RS25940	NA	NA	SL1344_RS26605	NA	STM14_RS25940	NA	ortho_4980
