gene_id	start	stop	strand	gene_name	product	tu	GeneID	chromosome	protein_id	taxid	TF_name	TF_K12_ortho	gene_synonyms	protein_synonyms
STM3311	3477607	3478158	R	yrbD	outer membrane lipid asymmetry maintenance protein,outer membrane lipid asymmetry maintenance protein MlaD	yrbF // yrbE // yrbD // yrbC // yrbB	1254834	NC_003197.2	NP_462221.1	194701	NA	NA	STM3311,yrbD,NP_462221.1	NP_462221.1,outer membrane lipid asymmetry maintenance protein,YrbD
STM3312	3478163	3478945	R	yrbE	ABC transporter permease,ABC transporter permease	yrbF // yrbE // yrbD // yrbC // yrbB	1254835	NC_003197.2	NP_462222.1	194701	NA	NA	STM3312,yrbE,NP_462222.1	NP_462222.1,ABC transporter permease,YrbE
STM3313	3478953	3479765	R	yrbF	phospholipid ABC transporter ATP-binding protein,phospholipid ABC transporter ATP-binding protein MlaF	yrbF // yrbE // yrbD // yrbC // yrbB	1254836	NC_003197.2	NP_462223.1	194701	NA	NA	STM3313,yrbF,NP_462223.1	NP_462223.1,phospholipid ABC transporter ATP-binding protein,YrbF
STM3314	3479978	3480955	D	yrbG	calcium/sodium antiporter,calcium/sodium antiporter	yrbI // yrbH // yrbG	1254837	NC_003197.2	NP_462224.1	194701	NA	NA	STM3314,yrbG,NP_462224.1	NP_462224.1,calcium/sodium antiporter,YrbG
STM3315	3480969	3481955	D	yrbH	D-arabinose 5-phosphate isomerase,D-arabinose 5-phosphate isomerase	yrbI // yrbH // yrbG	1254838	NC_003197.2	NP_462225.1	194701	NA	NA	STM3315,yrbH,NP_462225.1	NP_462225.1,D-arabinose 5-phosphate isomerase,YrbH
STM3316	3481976	3482542	D	yrbI	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	yrbI // yrbH // yrbG	1254839	NC_003197.2	NP_462226.1	194701	NA	NA	STM3316,yrbI,NP_462226.1	NP_462226.1,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,YrbI
STM3317	3482539	3483114	D	yrbK	LPS export ABC transporter periplasmic protein,LPS export ABC transporter periplasmic protein LptC	yhbH // rpoN // yhbG // yhbN // yrbK	1254840	NC_003197.2	NP_462227.1	194701	NA	NA	STM3317,yrbK,NP_462227.1,lptC	NP_462227.1,LPS export ABC transporter periplasmic protein,LptC,LptC // YrbK,YrbK
STM3318	3483083	3483637	D	yhbN	LPS export ABC transporter substrate-binding protein,LPS export ABC transporter substrate-binding protein LptA	yhbH // rpoN // yhbG // yhbN // yrbK	1254841	NC_003197.2	NP_462228.1	194701	NA	NA	STM3318,yhbN,NP_462228.1,lptA	NP_462228.1,LPS export ABC transporter substrate-binding protein,LptA,LptA // YhbN,YhbN
STM3319	3483644	3484369	D	yhbG	LPS export ABC transporter ATP-binding protein,LPS export ABC transporter ATP-binding protein	yhbH // rpoN // yhbG // yhbN // yrbK	1254842	NC_003197.2	NP_462229.1	194701	NA	NA	STM3319,yhbG,NP_462229.1	NP_462229.1,LPS export ABC transporter ATP-binding protein,YhbG
STM3320	3484417	3485850	D	rpoN	RNA polymerase factor sigma-54,RNA polymerase factor sigma-54	yhbH // rpoN // yhbG // yhbN // yrbK	1254843	NC_003197.2	NP_462230.1	194701	NA	NA	STM3320,rpoN,NP_462230.1,ntrA // glnF	NP_462230.1,GlnF,GlnF // NtrA // RpoN,NtrA,RNA polymerase factor sigma-54,RpoN
STM3321	3485873	3486160	D	yhbH	ribosomal subunit interface protein,ribosomal subunit interface protein	yhbH // rpoN // yhbG // yhbN // yrbK	1254844	NC_003197.2	NP_462231.1	194701	NA	NA	STM3321,yhbH,NP_462231.1	NP_462231.1,ribosomal subunit interface protein,YhbH
STM3322	3486278	3486769	D	ptsN	PTS sugar transporter subunit IIA,PTS sugar transporter subunit IIA	yhbJ // ptsN	1254845	NC_003197.2	NP_462232.1	194701	NA	NA	STM3322,ptsN,NP_462232.1	NP_462232.1,PTS sugar transporter subunit IIA,PtsN
STM3323	3486815	3487669	D	yhbJ	RNase adaptor,RNase adaptor RapZ	yhbJ // ptsN	1254846	NC_003197.2	NP_462233.1	194701	NA	NA	STM3323,yhbJ,NP_462233.1,rapZ	NP_462233.1,RapZ,RapZ // YhbJ // RNase adapter protein RapZ,RNase adapter protein RapZ,RNase adaptor,YhbJ
STM3324	3487666	3487938	D	ptsO	HPr family phosphocarrier,HPr family phosphocarrier	ptsO	1254847	NC_003197.2	NP_462234.1	194701	NA	NA	STM3324,ptsO,NP_462234.1	NP_462234.1,HPr family phosphocarrier,PtsO
STM3325	3488187	3488819	D	yrbL	putative cytoplasmic protein,hypothetical protein	yrbL	1254848	NC_003197.2	NP_462235.1	194701	NA	NA	STM3325,yrbL,NP_462235.1	NP_462235.1,putative cytoplasmic protein,YrbL
STM3326	3488894	3489622	R	mtgA	monofunctional biosynthetic peptidoglycan transglycosylase,monofunctional biosynthetic peptidoglycan transglycosylase	yhbL // mtgA	1254849	NC_003197.2	NP_462236.1	194701	NA	NA	STM3326,mtgA,NP_462236.1	NP_462236.1,monofunctional biosynthetic peptidoglycan transglycosylase,MtgA
STM3327	3489619	3490272	R	yhbL	glyoxalase,glyoxalase ElbB	yhbL // mtgA	1254850	NC_003197.2	NP_462237.1	194701	NA	NA	STM3327,yhbL,NP_462237.1	NP_462237.1,glyoxalase,YhbL
STM3328	3490499	3492835	R	arcB	two-component sensor histidine kinase,two-component sensor histidine kinase ArcB	arcB	1254851	NC_003197.2	NP_462238.1	194701	NA	NA	STM3328,arcB,NP_462238.1	NP_462238.1,ArcB,two-component sensor histidine kinase
STM3329	3492929	3493858	R	yhcC	TIGR01212 family radical SAM protein,TIGR01212 family radical SAM protein	yhcC	1254852	NC_003197.2	NP_462239.1	194701	NA	NA	STM3329,yhcC,NP_462239.1	NP_462239.1,TIGR01212 family radical SAM protein,YhcC
STM3330	3494530	3498990	D	gltB	glutamate synthase large subunit,glutamate synthase large subunit	gltD // gltB	1254853	NC_003197.2	NP_462240.1	194701	NA	NA	STM3330,gltB,NP_462240.1	NP_462240.1,GltB,glutamate synthase large subunit
STM3331	3499000	3500418	D	gltD	glutamate synthase small subunit,glutamate synthase small subunit	gltD // gltB	1254854	NC_003197.2	NP_462241.1	194701	NA	NA	STM3331,gltD,NP_462241.1	NP_462241.1,GltD,glutamate synthase small subunit
STM3332	3500625	3501728	D	yhcG	putative cytoplasmic protein,hypothetical protein	yhcG	1254855	NC_003197.2	NP_462242.1	194701	NA	NA	STM3332,yhcG,NP_462242.1	NP_462242.1,putative cytoplasmic protein,YhcG
STM3333	3501845	3503098	D	STM3333	cytosine permease,cytosine permease	STM3334 // STM3333	1254856	NC_003197.2	NP_462243.1	194701	NA	NA	STM3333,NP_462243.1	NP_462243.1,cytosine permease
STM3334	3503085	3504365	D	STM3334	putative cytosine deaminase,putative cytosine deaminase	STM3334 // STM3333	1254857	NC_003197.2	NP_462244.1	194701	NA	NA	STM3334,NP_462244.1	NP_462244.1,putative cytosine deaminase
STM3335	3504448	3504915	R	yhcH	putative cytoplasmic protein,hypothetical protein	nanA // nanT // nanE // nanK // yhcH	1254858	NC_003197.2	NP_462245.1	194701	NA	NA	STM3335,yhcH,NP_462245.1	NP_462245.1,putative cytoplasmic protein,YhcH
STM3336	3504912	3505787	R	nanK	N-acetylmannosamine kinase,N-acetylmannosamine kinase	nanA // nanT // nanE // nanK // yhcH	1254859	NC_003197.2	NP_462246.1	194701	NA	NA	STM3336,nanK,NP_462246.1	NP_462246.1,N-acetylmannosamine kinase,NanK
STM3337	3505784	3506473	R	nanE	N-acetylmannosamine-6-phosphate 2-epimerase,N-acetylmannosamine-6-phosphate 2-epimerase	nanA // nanT // nanE // nanK // yhcH	1254860	NC_003197.2	NP_462247.1	194701	NA	NA	STM3337,nanE,NP_462247.1	NP_462247.1,N-acetylmannosamine-6-phosphate 2-epimerase,NanE
STM3338	3506520	3508010	R	nanT	sialic acid transporter,MFS transporter	nanA // nanT // nanE // nanK // yhcH	1254861	NC_003197.2	NP_462248.1	194701	NA	NA	STM3338,nanT,NP_462248.1	NP_462248.1,NanT,sialic acid transporter
STM3339	3508126	3509019	R	nanA	N-acetylneuraminate lyase,N-acetylneuraminate lyase	nanA // nanT // nanE // nanK // yhcH	1254862	NC_003197.2	NP_462249.1	194701	NA	NA	STM3339,nanA,NP_462249.1	NP_462249.1,N-acetylneuraminate lyase,NanA
STM3340	3509154	3509945	R	yhcK	transcriptional regulator,transcriptional regulator NanR	yhcK	1254863	NC_003197.2	NP_462250.1	194701	GntR	NANR_ECOLI	STM3340,yhcK,NP_462250.1,PF00392.20	NP_462250.1,transcriptional regulator,YhcK,GntR
STM3341	3510054	3510554	R	sspB	stringent starvation protein B,stringent starvation protein B	sspA // sspB	1254864	NC_003197.2	NP_462251.1	194701	NA	NA	STM3341,sspB,NP_462251.1	NP_462251.1,SspB,stringent starvation protein B
STM3342	3510560	3511198	R	sspA	stringent starvation protein A,stringent starvation protein A	sspA // sspB	1254865	NC_003197.2	NP_462252.1	194701	NA	NA	STM3342,sspA,NP_462252.1	NP_462252.1,SspA,stringent starvation protein A
STM3343	3511461	3512213	R	STM3343	putative cytoplasmic protein,putative cytoplasmic protein	STM3343	1254866	NC_003197.2	NP_462253.1	194701	NA	NA	STM3343,NP_462253.1	NP_462253.1,putative cytoplasmic protein
STM3344	3512413	3512805	R	rpsI	30S ribosomal protein S9,30S ribosomal protein S9	rplM // rpsI	1254867	NC_003197.2	NP_462254.1	194701	NA	NA	STM3344,rpsI,NP_462254.1	NP_462254.1,30S ribosomal protein S9,RpsI
STM3345	3512821	3513249	R	rplM	50S ribosomal protein L13,50S ribosomal protein L13	rplM // rpsI	1254868	NC_003197.2	NP_462255.1	194701	NA	NA	STM3345,rplM,NP_462255.1	NP_462255.1,50S ribosomal protein L13,RplM
STM3346	3513552	3514676	R	yhcM	cell division protein,cell division protein ZapE	yhcM	1254869	NC_003197.2	NP_462256.1	194701	NA	NA	STM3346,yhcM,NP_462256.1,zapE	NP_462256.1,cell division protein,YhcM,ZapE,ZapE // YhcM
STM3347	3514863	3515267	D	yhcB	putative periplasmic protein,putative periplasmic protein	yhcB	1254870	NC_003197.2	NP_462257.1	194701	NA	NA	STM3347,yhcB,NP_462257.1	NP_462257.1,putative periplasmic protein,YhcB
STM3348	3515424	3516791	D	degQ	serine endoprotease,serine endoprotease DegQ	degQ	1254871	NC_003197.2	NP_462258.1	194701	NA	NA	STM3348,degQ,NP_462258.1	NP_462258.1,DegQ,serine endoprotease
STM3349	3516884	3517954	D	degS	stress sensor serine endopeptidase,stress sensor serine endopeptidase DegS	degS	1254872	NC_003197.2	NP_462259.1	194701	NA	NA	STM3349,degS,NP_462259.1	NP_462259.1,DegS,stress sensor serine endopeptidase
STM3350	3517988	3518719	R	STM3350	putative inner membrane protein,hypothetical protein	oadG2 // oadA2 // oadB2 // STM3350	1254873	NC_003197.2	NP_462260.1	194701	NA	NA	STM3350,NP_462260.1	NP_462260.1,putative inner membrane protein
STM3351	3518739	3520040	R	oadB2	oxaloacetate decarboxylase subunit beta,oxaloacetate decarboxylase subunit beta	oadG2 // oadA2 // oadB2 // STM3350	1254874	NC_003197.2	NP_462261.1	194701	NA	NA	STM3351,oadB2,oadB,NP_462261.1	NP_462261.1,oxaloacetate decarboxylase subunit beta
STM3352	3520053	3521828	R	oadA2	oxaloacetate decarboxylase subunit alpha,oxaloacetate decarboxylase subunit alpha	oadG2 // oadA2 // oadB2 // STM3350	1254875	NC_003197.2	NP_462262.1	194701	NA	NA	STM3352,oadA2,oadA,NP_462262.1	NP_462262.1,oxaloacetate decarboxylase subunit alpha
STM3353	3521844	3522098	R	oadG2	oxaloacetate decarboxylase subunit gamma,oxaloacetate decarboxylase subunit gamma	oadG2 // oadA2 // oadB2 // STM3350	1254876	NC_003197.2	NP_462263.1	194701	NA	NA	STM3353,oadG2,oadG,NP_462263.1	NP_462263.1,OadG,oxaloacetate decarboxylase subunit gamma
STM3354	3522254	3522871	R	STM3354	L(+)-tartrate dehydratase subunit beta,L(+)-tartrate dehydratase subunit beta	STM3356 // STM3355 // STM3354	1254877	NC_003197.2	NP_462264.1	194701	NA	NA	STM3354,NP_462264.1	NP_462264.1,L(+)-tartrate dehydratase subunit beta
STM3355	3522871	3523770	R	STM3355	L(+)-tartrate dehydratase subunit alpha,L(+)-tartrate dehydratase subunit alpha	STM3356 // STM3355 // STM3354	1254878	NC_003197.2	NP_462265.1	194701	NA	NA	STM3355,NP_462265.1	NP_462265.1,L(+)-tartrate dehydratase subunit alpha
STM3356	3523803	3525071	R	STM3356	putative cation transporter,putative cation transporter	STM3356 // STM3355 // STM3354	1254879	NC_003197.2	NP_462266.1	194701	NA	NA	STM3356,NP_462266.1	NP_462266.1,putative cation transporter
STM3357	3525282	3525947	R	STM3357	LysR family transcriptional regulator,LysR family transcriptional regulator	STM3358 // STM3357	1254880	NC_003197.2	NP_462267.1	194701	GntR	GNTR_BACSU	STM3357,NP_462267.1,PF00392.20	NP_462267.1,LysR family transcriptional regulator,GntR
STM3358	3525934	3526563	R	STM3358	GntR family transcriptional regulator,GntR family transcriptional regulator	STM3358 // STM3357	1254881	NC_003197.2	NP_462268.1	194701	GntR	-	STM3358,NP_462268.1,PF00392.20	NP_462268.1,GntR family transcriptional regulator,GntR
STM3359	3526683	3527621	R	mdh	malate dehydrogenase,malate dehydrogenase	mdh	1254882	NC_003197.2	NP_462269.1	194701	NA	NA	STM3359,mdh,NP_462269.1	NP_462269.1,malate dehydrogenase,Mdh
STM3360	3528035	3528505	D	argR	arginine repressor,arginine repressor	argR	1254883	NC_003197.2	NP_462270.1	194701	Arg_repressor	ARGR_SALTY	STM3360,argR,NP_462270.1,PF01316.20	NP_462270.1,arginine repressor,ArgR,Arg_repressor
STM3361	3528870	3529133	D	yhcN	putative outer membrane protein,hypothetical protein	yhcN	1254884	NC_003197.2	NP_462271.1	194701	NA	NA	STM3361,yhcN,NP_462271.1	NP_462271.1,putative outer membrane protein,YhcN
STM3362	3529237	3529503	D	STM3362	putative periplasmic protein,hypothetical protein	STM3362	1254885	NC_003197.2	NP_462272.1	194701	NA	NA	STM3362,NP_462272.1	NP_462272.1,putative periplasmic protein
STM3363	3529563	3529835	R	yhcO	putative cytoplasmic protein,hypothetical protein	yhcO	1254886	NC_003197.2	NP_462273.1	194701	NA	NA	STM3363,yhcO,NP_462273.1	NP_462273.1,putative cytoplasmic protein,YhcO
STM3364	3530007	3531974	R	aaeB	p-hydroxybenzoic acid efflux pump subunit,p-hydroxybenzoic acid efflux pump subunit AaeB	yhcR // aaeA // aaeB	1254887	NC_003197.2	NP_462274.1	194701	NA	NA	STM3364,aaeB,yhcP,NP_462274.1	NP_462274.1,AaeB,AaeB // YhcP,p-hydroxybenzoic acid efflux pump subunit,YhcP
STM3365	3531980	3532912	R	aaeA	p-hydroxybenzoic acid efflux pump subunit,p-hydroxybenzoic acid efflux pump subunit AaeA	yhcR // aaeA // aaeB	1254888	NC_003197.2	NP_462275.1	194701	NA	NA	STM3365,aaeA,yhcQ,NP_462275.1	NP_462275.1,AaeA,AaeA // YhcQ,p-hydroxybenzoic acid efflux pump subunit,YhcQ
STM3366	3532920	3533123	R	yhcR	transporter,transporter	yhcR // aaeA // aaeB	1254889	NC_003197.2	NP_462276.1	194701	NA	NA	STM3366,yhcR,NP_462276.1	NP_462276.1,transporter,YhcR
STM3367	3533305	3534234	D	yhcS	transcriptional regulator,transcriptional regulator	yhcS	1254890	NC_003197.2	NP_462277.1	194701	HTH_1	-	STM3367,yhcS,NP_462277.1,PF00126.26	NP_462277.1,transcriptional regulator,YhcS,HTH_1
STM3368	3534357	3535802	R	tldD	metalloprotease,metalloprotease TldD	tldD	1254891	NC_003197.2	NP_462278.1	194701	NA	NA	STM3368,tldD,NP_462278.1	NP_462278.1,metalloprotease,TldD
STM3369	3535947	3539747	R	yhdP	TIGR02099 family protein,TIGR02099 family protein	yhdP	1254892	NC_003197.2	NP_462279.1	194701	NA	NA	STM3369,yhdP,NP_462279.1	NP_462279.1,TIGR02099 family protein,YhdP
STM3370	3539854	3541323	R	cafA	ribonuclease E/G,ribonuclease E/G	cafA	1254893	NC_003197.2	NP_462280.1	194701	NA	NA	STM3370,cafA,NP_462280.1	NP_462280.1,CafA,ribonuclease E/G
STM3371	3541313	3541906	R	yhdE	septum formation inhibitor,septum formation inhibitor Maf	mreC // mreD // yhdE	1254894	NC_003197.2	NP_462281.1	194701	NA	NA	STM3371,yhdE,NP_462281.1	NP_462281.1,septum formation inhibitor,YhdE
STM3372	3541915	3542406	R	mreD	rod shape-determining protein,rod shape-determining protein	mreC // mreD // yhdE	1254895	NC_003197.2	NP_462282.1	194701	NA	NA	STM3372,mreD,NP_462282.1	NP_462282.1,MreD,rod shape-determining protein
STM3373	3542406	3543458	R	mreC	rod shape-determining protein,rod shape-determining protein MreC	mreC // mreD // yhdE	1254896	NC_003197.2	NP_462283.1	194701	NA	NA	STM3373,mreC,NP_462283.1	NP_462283.1,MreC,rod shape-determining protein
STM3374	3543523	3544566	R	mreB	rod shape-determining protein,rod shape-determining protein	mreB	1254897	NC_003197.2	NP_462284.1	194701	NA	NA	STM3374,mreB,NP_462284.1	NP_462284.1,MreB,rod shape-determining protein
STM3375	3544874	3546814	R	yhdA	RNase E specificity factor,RNase E specificity factor CsrD	yhdA	1254898	NC_003197.2	NP_462285.1	194701	NA	NA	STM3375,yhdA,NP_462285.1	NP_462285.1,RNase E specificity factor,YhdA
STM3376	3547018	3547992	D	yhdH	putative oxidoreductase,putative oxidoreductase	yhdH	1254899	NC_003197.2	NP_462286.1	194701	NA	NA	STM3376,yhdH,NP_462286.1	NP_462286.1,putative oxidoreductase,YhdH
STM3377	3548105	3549109	D	yedY	mononuclear molybdenum enzyme,mononuclear molybdenum enzyme YedY	yedZ // yedY	1254900	NC_003197.2	NP_462287.1	194701	NA	NA	STM3377,yedY,NP_462287.1	NP_462287.1,mononuclear molybdenum enzyme,YedY
STM3378	3549110	3549709	D	yedZ	sulfoxide reductase heme-binding subunit,sulfoxide reductase heme-binding subunit YedZ	yedZ // yedY	1254901	NC_003197.2	NP_462288.1	194701	NA	NA	STM3378,yedZ,NP_462288.1	NP_462288.1,sulfoxide reductase heme-binding subunit,YedZ
STM3379	3550102	3550572	D	accB	acetyl-CoA carboxylase biotin carboxyl carrier subunit,acetyl-CoA carboxylase biotin carboxyl carrier subunit	accC // accB	1254902	NC_003197.2	NP_462289.1	194701	NA	NA	STM3379,accB,NP_462289.1	NP_462289.1,AccB,acetyl-CoA carboxylase biotin carboxyl carrier subunit
STM3380	3550583	3551932	D	accC	acetyl-CoA carboxylase biotin carboxylase subunit,acetyl-CoA carboxylase biotin carboxylase subunit	accC // accB	1254903	NC_003197.2	NP_462290.1	194701	NA	NA	STM3380,accC,NP_462290.1	NP_462290.1,AccC,acetyl-CoA carboxylase biotin carboxylase subunit
STM3381	3552041	3552283	D	yhdT	putative inner membrane protein,hypothetical protein	yhdT	1254904	NC_003197.2	NP_462291.1	194701	NA	NA	STM3381,yhdT,NP_462291.1	NP_462291.1,putative inner membrane protein,YhdT
STM3382	3552273	3553724	D	panF	sodium/panthothenate symporter,sodium/panthothenate symporter	prmA // panF	1254905	NC_003197.2	NP_462292.1	194701	NA	NA	STM3382,panF,NP_462292.1	NP_462292.1,PanF,sodium/panthothenate symporter
STM3383	3553736	3554617	D	prmA	ribosomal protein L11 methyltransferase,ribosomal protein L11 methyltransferase	prmA // panF	1254906	NC_003197.2	NP_462293.1	194701	NA	NA	STM3383,prmA,NP_462293.1	NP_462293.1,PrmA,ribosomal protein L11 methyltransferase
STM3384	3555278	3556243	D	yhdG	tRNA dihydrouridine synthase,tRNA dihydrouridine synthase DusB	fis // yhdG	1254907	NC_003197.2	NP_462294.1	194701	-	DUS_MYCTU	STM3384,yhdG,NP_462294.1,-	NP_462294.1,tRNA dihydrouridine synthase,YhdG,-
STM3385	3556269	3556565	D	fis	Fis family transcriptional regulator,Fis family transcriptional regulator	fis // yhdG	1254908	NC_003197.2	NP_462295.1	194701	HTH_8	FIS_ECOLI	STM3385,fis,NP_462295.1,PF02954.18	NP_462295.1,Fis,Fis family transcriptional regulator,HTH_8
STM3386	3556651	3557535	D	yhdJ	adenine-specific DNA-methyltransferase,adenine-specific DNA-methyltransferase	yhdJ	1254909	NC_003197.2	NP_462296.1	194701	NA	NA	STM3386,yhdJ,NP_462296.1	NP_462296.1,adenine-specific DNA-methyltransferase,YhdJ
STM3387	3557618	3557782	D	yhdU	DUF2556 domain-containing protein,DUF2556 domain-containing protein	yhdU	1254910	NC_003197.2	NP_462297.1	194701	NA	NA	STM3387,yhdU,NP_462297.1	NP_462297.1,DUF2556 domain-containing protein,YhdU
STM3388	3557933	3560032	D	STM3388	putative membrane domain protein involved in signal transduction,histidine kinase	STM3388	1254911	NC_003197.2	NP_462298.1	194701	NA	NA	STM3388,NP_462298.1	NP_462298.1,putative membrane domain protein involved in signal transduction
STM3389	3560035	3560697	R	envR	acrEF/envCD operon transcriptional regulator,acrEF/envCD operon transcriptional regulator	envR	1254912	NC_003197.2	NP_462299.1	194701	TetR_N	ENVR_ECOLI	STM3389,envR,NP_462299.1,PF00440.22	NP_462299.1,acrEF/envCD operon transcriptional regulator,EnvR,TetR_N
STM3390	3561111	3562268	D	acrE	multidrug exporter,multidrug exporter AcrE	acrF // acrE	1254913	NC_003197.2	NP_462300.1	194701	NA	NA	STM3390,acrE,NP_462300.1	NP_462300.1,AcrE,multidrug exporter
STM3391	3562280	3565393	D	acrF	multidrug efflux RND transporter permease,multidrug efflux RND transporter permease	acrF // acrE	1254914	NC_003197.2	NP_462301.1	194701	NA	NA	STM3391,acrF,NP_462301.1	NP_462301.1,AcrF,multidrug efflux RND transporter permease
STM3392	3565629	3565850	D	yhdV	putative outer membrane lipoprotein,hypothetical protein	yhdV	1254915	NC_003197.2	NP_462302.1	194701	NA	NA	STM3392,yhdV,NP_462302.1	NP_462302.1,putative outer membrane lipoprotein,YhdV
STM3393	3566629	3566750	NA	rrfF	5S ribosomal RNA	rrfD // thrV // rrfF	NA	NA	NA	NA	NA	NA	STM3393,rrfF	
STM3394	3566791	3566863	NA	thrV	tRNA-Thr	rrfD // thrV // rrfF	NA	NA	NA	NA	NA	NA	STM3394,thrV	
STM3395	3566874	3566995	NA	rrfD	rRNA	rrfD // thrV // rrfF	NA	NA	NA	NA	NA	NA	STM3395,rrfD	
STM3396	3567085	3570078	NA	rrlD	23S ribosomal RNA	rrlD	NA	NA	NA	NA	NA	NA	STM3396,rrlD	
STM3397	3570314	3570386	NA	STM3397	tRNA-Gln	STM3397	NA	NA	NA	NA	NA	NA	STM3397	
STM3398	3570470	3572013	NA	rrsD	16S ribosomal RNA	rrsD	NA	NA	NA	NA	NA	NA	STM3398,rrsD	
STM3399	3572489	3573043	D	yrdA	gamma carbonic anhydrase family protein,gamma carbonic anhydrase family protein	yrdA	1254922	NC_003197.2	NP_462303.1	194701	NA	NA	STM3399,yrdA,NP_462303.1	NP_462303.1,gamma carbonic anhydrase family protein,YrdA
STM3400	3573019	3573276	R	yrdB	putative periplasmic protein,hypothetical protein	smf // smg // yrdD // yrdC // aroE // yrdB	1254923	NC_003197.2	NP_462304.1	194701	NA	NA	STM3400,yrdB,NP_462304.1	NP_462304.1,putative periplasmic protein,YrdB
STM3401	3573273	3574091	R	aroE	shikimate dehydrogenase,shikimate dehydrogenase	smf // smg // yrdD // yrdC // aroE // yrdB	1254924	NC_003197.2	NP_462305.1	194701	NA	NA	STM3401,aroE,NP_462305.1	NP_462305.1,AroE,shikimate dehydrogenase
STM3402	3574096	3574668	R	yrdC	L-threonylcarbamoyladenylate synthase type 1,L-threonylcarbamoyladenylate synthase type 1 TsaC	smf // smg // yrdD // yrdC // aroE // yrdB	1254925	NC_003197.2	NP_462306.1	194701	NA	NA	STM3402,yrdC,NP_462306.1,rimN	NP_462306.1,L-threonylcarbamoyladenylate synthase type 1,RimN,RimN // YrdC,YrdC
STM3403	3574673	3575215	R	yrdD	putative DNA topoisomerase,hypothetical protein	smf // smg // yrdD // yrdC // aroE // yrdB	1254926	NC_003197.2	NP_462307.1	194701	NA	NA	STM3403,yrdD,NP_462307.1	NP_462307.1,putative DNA topoisomerase,YrdD
STM3404	3575242	3575715	R	smg	Protein,hypothetical protein	smf // smg // yrdD // yrdC // aroE // yrdB	1254927	NC_003197.2	NP_462308.1	194701	NA	NA	STM3404,smg,NP_462308.1	NP_462308.1,Protein,Smg
STM3405	3575687	3576811	R	smf	DNA-protecting protein,DNA-protecting protein DprA	smf // smg // yrdD // yrdC // aroE // yrdB	1254928	NC_003197.2	NP_462309.1	194701	NA	NA	STM3405,smf,NP_462309.1	NP_462309.1,DNA-protecting protein,Smf
STM3406	3576943	3577452	D	def	peptide deformylase,peptide deformylase	fmt // def	1254929	NC_003197.2	NP_462310.1	194701	NA	NA	STM3406,def,NP_462310.1,fms	NP_462310.1,Def,Fms,Fms // Def,peptide deformylase
STM3407	3577468	3578415	D	fmt	methionyl-tRNA formyltransferase,methionyl-tRNA formyltransferase	fmt // def	1254930	NC_003197.2	NP_462311.1	194701	NA	NA	STM3407,fmt,NP_462311.1	NP_462311.1,Fmt,methionyl-tRNA formyltransferase
STM3408	3578467	3579756	D	sun	16S rRNA (cytosine(967)-C(5))-methyltransferase,16S rRNA (cytosine(967)-C(5))-methyltransferase	trkA // sun	1254931	NC_003197.2	NP_462312.1	194701	NA	NA	STM3408,sun,NP_462312.1,rrmB	NP_462312.1,16S rRNA (cytosine(967)-C(5))-methyltransferase,RrmB,RrmB // Sun,Sun
STM3409	3579778	3581154	D	trkA	Trk system potassium transport protein,Trk system potassium transport protein TrkA	trkA // sun	1254932	NC_003197.2	NP_462313.1	194701	NA	NA	STM3409,trkA,NP_462313.1,sapG	NP_462313.1,SapG,SapG // TrkA,Trk system potassium transport protein,TrkA
STM3410	3581296	3581709	D	mscL	large-conductance mechanosensitive channel,large-conductance mechanosensitive channel	mscL	1254933	NC_003197.2	NP_462314.1	194701	NA	NA	STM3410,mscL,NP_462314.1	NP_462314.1,large-conductance mechanosensitive channel,MscL
STM3411	3581645	3581914	R	STM3411	alternative ribosome-rescue factor A,alternative ribosome-rescue factor A	STM3411	1254934	NC_003197.2	NP_462315.1	194701	NA	NA	STM3411,NP_462315.1	NP_462315.1,alternative ribosome-rescue factor A
STM3412	3581972	3582397	R	zntR	zinc-responsive transcriptional regulator,zinc-responsive transcriptional regulator	yhdN // zntR	1254935	NC_003197.2	NP_462316.1	194701	MerR_1	ZNTR_ECOLI	STM3412,zntR,NP_462316.1,PF13411.5	NP_462316.1,zinc-responsive transcriptional regulator,ZntR,MerR_1
STM3413	3582408	3582776	R	yhdN	putative cytoplasmic protein,hypothetical protein	yhdN // zntR	1254936	NC_003197.2	NP_462317.1	194701	NA	NA	STM3413,yhdN,NP_462317.1	NP_462317.1,putative cytoplasmic protein,YhdN
STM3414	3582884	3583267	R	rplQ	50S ribosomal protein L17,50S ribosomal protein L17	rpsM // rpsK // rpsD // rpoA // rplQ	1254937	NC_003197.2	NP_462318.1	194701	NA	NA	STM3414,rplQ,NP_462318.1	NP_462318.1,50S ribosomal protein L17,RplQ
STM3415	3583308	3584297	R	rpoA	DNA-directed RNA polymerase subunit alpha,DNA-directed RNA polymerase subunit alpha	rpsM // rpsK // rpsD // rpoA // rplQ	1254938	NC_003197.2	NP_462319.1	194701	NA	NA	STM3415,rpoA,NP_462319.1	NP_462319.1,DNA-directed RNA polymerase subunit alpha,RpoA
